Ticket_ID,Customer_Age,Customer_Gender,Date_of_Purchase,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Resolution_Hours
2364,53,Female,05-07-2020,Cancellation request,Open,Medium,Phone,,,,
2365,46,Other,13-09-2020,Refund request,Closed,High,Social media,01-06-2023 6:55,01-06-2023 14:20,4,7.42
2366,43,Female,25-12-2021,Technical issue,Pending Customer Response,Low,Phone,01-06-2023 21:55,,,
2367,27,Male,22-11-2020,Billing inquiry,Open,Critical,Email,,,,
2368,49,Other,14-07-2020,Refund request,Closed,Critical,Chat,01-06-2023 5:23,01-06-2023 8:18,4,2.92
2369,38,Male,05-03-2021,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 9:58,,,
2370,29,Male,11-08-2021,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 21:17,,,
2371,54,Female,29-10-2020,Refund request,Open,Critical,Phone,,,,
2372,42,Male,08-09-2021,Cancellation request,Closed,Low,Phone,01-06-2023 5:50,01-06-2023 17:08,2,11.3
2373,60,Male,27-01-2020,Technical issue,Closed,Medium,Social media,01-06-2023 19:46,01-06-2023 19:44,1,-0.03
2374,67,Female,30-08-2021,Cancellation request,Pending Customer Response,High,Social media,01-06-2023 15:13,,,
2375,42,Other,14-02-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 0:36,,,
2376,37,Male,14-02-2021,Refund request,Open,Medium,Email,,,,
2377,54,Other,10-02-2020,Technical issue,Open,High,Chat,,,,
2378,45,Male,10-03-2021,Product inquiry,Closed,Low,Email,01-06-2023 2:48,01-06-2023 21:56,2,19.13
2379,50,Other,12-06-2020,Technical issue,Closed,Medium,Phone,01-06-2023 8:01,01-06-2023 10:32,2,2.52
2380,52,Female,16-07-2021,Cancellation request,Open,High,Email,,,,
2381,25,Female,27-05-2020,Refund request,Pending Customer Response,Low,Phone,01-06-2023 6:58,,,
2382,35,Male,23-02-2021,Refund request,Pending Customer Response,High,Email,01-06-2023 15:27,,,
2383,59,Male,23-03-2020,Billing inquiry,Open,Medium,Social media,,,,
2384,53,Male,09-02-2020,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 7:20,,,
2385,55,Female,07-08-2021,Technical issue,Open,Medium,Phone,,,,
2386,42,Other,18-05-2021,Product inquiry,Pending Customer Response,High,Email,01-06-2023 16:44,,,
2387,27,Female,18-04-2020,Technical issue,Open,Critical,Social media,,,,
2388,67,Female,17-03-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 18:27,01-06-2023 11:17,1,-7.17
2389,56,Female,10-08-2020,Technical issue,Open,Low,Email,,,,
2390,59,Male,29-05-2021,Cancellation request,Open,Low,Email,,,,
2391,30,Other,02-04-2020,Technical issue,Closed,Critical,Phone,01-06-2023 8:33,01-06-2023 10:58,1,2.42
2392,23,Other,11-06-2020,Refund request,Open,High,Phone,,,,
2393,41,Other,22-09-2020,Refund request,Closed,Medium,Phone,01-06-2023 0:55,01-06-2023 2:55,4,2
2394,54,Female,15-09-2020,Technical issue,Pending Customer Response,High,Social media,01-06-2023 12:26,,,
2395,23,Female,27-10-2020,Refund request,Closed,High,Email,31-05-2023 23:22,01-06-2023 13:37,1,14.25
2396,69,Other,18-05-2021,Refund request,Pending Customer Response,High,Chat,01-06-2023 17:58,,,
2397,40,Male,05-07-2020,Billing inquiry,Open,Critical,Chat,,,,
2398,28,Male,04-07-2021,Refund request,Closed,High,Email,01-06-2023 1:46,31-05-2023 22:54,1,-2.87
2399,44,Male,21-01-2021,Technical issue,Open,Critical,Social media,,,,
2400,50,Other,05-06-2020,Technical issue,Pending Customer Response,High,Phone,31-05-2023 22:50,,,
2401,37,Other,31-05-2020,Refund request,Open,Critical,Chat,,,,
2402,29,Female,06-02-2020,Billing inquiry,Closed,Medium,Phone,01-06-2023 15:13,01-06-2023 15:34,2,0.35
2403,67,Female,02-01-2021,Product inquiry,Closed,Low,Social media,01-06-2023 22:05,01-06-2023 20:53,2,-1.2
2404,41,Female,09-05-2021,Refund request,Closed,Low,Email,01-06-2023 12:25,31-05-2023 22:48,2,-13.62
2405,34,Male,21-06-2021,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 19:09,,,
2406,69,Female,03-02-2020,Cancellation request,Open,Medium,Phone,,,,
2407,26,Other,03-01-2021,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 4:31,,,
2408,23,Other,06-12-2021,Product inquiry,Open,Medium,Social media,,,,
2409,36,Female,14-06-2021,Technical issue,Open,Critical,Chat,,,,
2410,41,Other,03-03-2020,Cancellation request,Closed,Low,Social media,01-06-2023 1:21,01-06-2023 19:30,5,18.15
2411,36,Other,25-04-2021,Technical issue,Closed,Critical,Phone,31-05-2023 23:00,01-06-2023 16:07,5,17.12
2412,59,Male,30-11-2020,Technical issue,Closed,Medium,Phone,01-06-2023 14:00,01-06-2023 15:30,2,1.5
2413,41,Female,24-12-2021,Technical issue,Closed,High,Chat,01-06-2023 1:38,01-06-2023 13:41,5,12.05
2414,26,Female,20-11-2020,Product inquiry,Closed,Critical,Chat,01-06-2023 17:51,01-06-2023 7:51,4,-10
2415,57,Other,05-09-2021,Refund request,Pending Customer Response,Medium,Phone,01-06-2023 22:03,,,
2416,69,Other,22-07-2020,Technical issue,Closed,Low,Chat,01-06-2023 5:42,01-06-2023 19:36,3,13.9
2417,66,Male,06-01-2020,Refund request,Closed,Medium,Chat,01-06-2023 19:28,01-06-2023 9:07,3,-10.35
2418,57,Other,21-10-2021,Refund request,Open,High,Social media,,,,
2419,49,Male,27-02-2021,Cancellation request,Open,Critical,Chat,,,,
2420,52,Other,24-03-2021,Refund request,Pending Customer Response,Low,Chat,01-06-2023 5:21,,,
2421,28,Male,24-11-2021,Refund request,Closed,Low,Email,01-06-2023 8:44,01-06-2023 8:08,1,-0.6
2422,52,Male,02-05-2021,Cancellation request,Closed,Critical,Email,01-06-2023 1:59,01-06-2023 6:24,3,4.42
2423,36,Other,28-01-2021,Billing inquiry,Open,Medium,Social media,,,,
2424,59,Female,09-06-2020,Billing inquiry,Pending Customer Response,Low,Phone,01-06-2023 9:37,,,
2425,34,Male,21-04-2020,Cancellation request,Pending Customer Response,High,Chat,01-06-2023 21:26,,,
2426,65,Male,07-11-2021,Product inquiry,Closed,Critical,Email,01-06-2023 1:12,01-06-2023 3:30,3,2.3
2427,29,Male,28-07-2021,Technical issue,Open,Low,Social media,,,,
2428,53,Female,17-02-2021,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 15:21,,,
2429,59,Male,09-07-2020,Product inquiry,Open,Low,Social media,,,,
2430,28,Male,16-09-2021,Technical issue,Open,Medium,Email,,,,
2431,61,Other,19-03-2020,Refund request,Closed,High,Phone,01-06-2023 12:58,01-06-2023 3:31,3,-9.45
2432,44,Other,16-07-2020,Refund request,Open,Low,Phone,,,,
2433,47,Other,20-07-2020,Product inquiry,Open,Medium,Social media,,,,
2434,49,Male,19-06-2020,Technical issue,Pending Customer Response,High,Chat,01-06-2023 17:48,,,
2435,29,Other,18-05-2020,Billing inquiry,Pending Customer Response,Medium,Social media,01-06-2023 5:14,,,
2436,29,Female,23-01-2020,Product inquiry,Open,Medium,Email,,,,
2437,55,Female,15-09-2021,Billing inquiry,Pending Customer Response,Low,Chat,01-06-2023 6:48,,,
2438,61,Other,14-04-2020,Billing inquiry,Open,Critical,Social media,,,,
2439,65,Other,21-12-2021,Refund request,Closed,High,Chat,01-06-2023 2:10,01-06-2023 17:24,5,15.23
2440,53,Other,16-01-2020,Refund request,Pending Customer Response,Critical,Social media,01-06-2023 20:34,,,
2441,56,Female,03-02-2021,Product inquiry,Closed,Low,Email,01-06-2023 5:03,01-06-2023 1:40,3,-3.38
2442,46,Female,23-11-2020,Cancellation request,Closed,High,Chat,01-06-2023 15:46,01-06-2023 10:47,3,-4.98
2443,51,Other,26-08-2020,Technical issue,Pending Customer Response,Medium,Phone,31-05-2023 23:16,,,
2444,21,Male,18-06-2021,Product inquiry,Pending Customer Response,Critical,Social media,01-06-2023 19:31,,,
2445,67,Male,28-03-2020,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 19:57,,,
2446,65,Male,18-06-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 10:55,,,
2447,37,Male,08-02-2021,Technical issue,Open,Medium,Social media,,,,
2448,59,Other,19-08-2021,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 10:24,,,
2449,61,Other,30-03-2021,Refund request,Open,Low,Phone,,,,
2450,58,Female,25-07-2021,Cancellation request,Closed,Low,Social media,01-06-2023 7:51,01-06-2023 10:21,3,2.5
2451,27,Other,04-07-2021,Product inquiry,Open,Critical,Phone,,,,
2452,47,Other,15-03-2021,Refund request,Closed,Low,Phone,01-06-2023 18:26,01-06-2023 8:54,3,-9.53
2453,29,Male,17-11-2020,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 5:02,,,
2454,52,Other,24-10-2021,Cancellation request,Closed,High,Chat,01-06-2023 5:34,01-06-2023 2:03,2,-3.52
2455,66,Female,21-05-2020,Refund request,Open,Low,Email,,,,
2456,51,Female,30-05-2020,Refund request,Closed,Low,Social media,01-06-2023 19:11,01-06-2023 16:29,4,-2.7
2457,30,Female,15-09-2021,Billing inquiry,Open,Critical,Chat,,,,
2458,60,Other,16-12-2020,Technical issue,Open,Low,Email,,,,
2459,65,Male,01-03-2020,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 4:07,,,
2460,50,Male,05-11-2020,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 8:05,,,
2461,37,Other,08-08-2020,Technical issue,Closed,Low,Email,01-06-2023 16:35,31-05-2023 23:42,1,-16.88
2462,44,Male,15-09-2021,Product inquiry,Pending Customer Response,Medium,Phone,01-06-2023 0:26,,,
2463,55,Male,04-05-2020,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 15:57,,,
2464,29,Female,13-04-2021,Technical issue,Pending Customer Response,Low,Email,01-06-2023 22:27,,,
2465,50,Male,26-09-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 5:04,01-06-2023 13:49,5,8.75
2466,21,Other,05-07-2021,Product inquiry,Closed,Critical,Social media,01-06-2023 9:18,01-06-2023 4:08,3,-5.17
2467,68,Other,18-12-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 4:39,01-06-2023 18:26,1,13.78
2468,66,Other,27-11-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 3:05,01-06-2023 1:02,3,-2.05
2469,70,Male,29-06-2020,Refund request,Open,Low,Chat,,,,
2470,62,Other,05-01-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 11:40,01-06-2023 17:10,4,5.5
2471,58,Male,16-10-2021,Cancellation request,Closed,Low,Chat,01-06-2023 4:18,01-06-2023 15:43,1,11.42
2472,59,Other,17-10-2020,Technical issue,Closed,Medium,Email,31-05-2023 23:18,01-06-2023 1:25,3,2.12
2473,53,Female,19-10-2021,Technical issue,Closed,High,Social media,01-06-2023 15:08,01-06-2023 15:34,4,0.43
2474,53,Other,29-11-2021,Technical issue,Closed,Medium,Phone,01-06-2023 7:55,01-06-2023 18:11,4,10.27
2475,29,Female,24-07-2020,Refund request,Pending Customer Response,High,Social media,01-06-2023 6:05,,,
2476,30,Male,27-01-2021,Cancellation request,Open,Low,Social media,,,,
2477,54,Other,19-04-2020,Refund request,Closed,High,Email,01-06-2023 4:00,01-06-2023 21:56,2,17.93
2478,61,Male,28-04-2021,Technical issue,Pending Customer Response,Low,Chat,01-06-2023 7:20,,,
2479,21,Female,17-05-2021,Technical issue,Closed,Medium,Social media,01-06-2023 1:44,01-06-2023 6:23,3,4.65
2480,37,Female,12-04-2020,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 1:02,,,
2481,18,Other,17-07-2021,Cancellation request,Open,Critical,Phone,,,,
2482,56,Other,07-03-2021,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 5:54,,,
2483,26,Other,01-08-2020,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 8:44,,,
2484,51,Other,26-12-2021,Technical issue,Pending Customer Response,Medium,Social media,01-06-2023 11:28,,,
2485,28,Male,30-07-2021,Refund request,Pending Customer Response,Medium,Email,01-06-2023 12:57,,,
2486,54,Female,20-10-2021,Technical issue,Closed,High,Social media,01-06-2023 4:02,01-06-2023 7:44,2,3.7
2487,35,Male,08-05-2021,Product inquiry,Open,Medium,Phone,,,,
2488,20,Female,02-08-2020,Product inquiry,Closed,Low,Social media,01-06-2023 17:27,01-06-2023 2:30,4,-14.95
2489,30,Female,16-12-2020,Cancellation request,Closed,Critical,Email,01-06-2023 14:01,01-06-2023 1:18,1,-12.72
2490,58,Male,06-01-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 13:45,,,
2491,19,Male,29-10-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 3:56,,,
2492,39,Female,15-07-2020,Technical issue,Closed,Medium,Email,01-06-2023 17:56,01-06-2023 5:50,1,-12.1
2493,35,Female,27-06-2020,Billing inquiry,Closed,Critical,Email,01-06-2023 1:20,01-06-2023 17:00,2,15.67
2494,53,Other,17-02-2021,Technical issue,Open,Medium,Email,,,,
2495,49,Male,25-05-2021,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 20:19,,,
2496,55,Male,05-12-2020,Refund request,Pending Customer Response,Low,Social media,31-05-2023 22:44,,,
2497,47,Male,18-04-2021,Technical issue,Pending Customer Response,Medium,Social media,01-06-2023 12:10,,,
2498,59,Other,22-07-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 4:28,,,
2499,63,Other,25-10-2020,Billing inquiry,Pending Customer Response,Medium,Social media,01-06-2023 13:51,,,
2500,29,Male,08-08-2021,Cancellation request,Open,High,Chat,,,,
2501,43,Other,31-12-2020,Billing inquiry,Open,Low,Chat,,,,
2502,54,Female,22-05-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 10:18,,,
2503,66,Male,24-03-2020,Refund request,Open,Low,Email,,,,
2504,51,Other,17-05-2021,Technical issue,Pending Customer Response,Low,Email,01-06-2023 4:21,,,
2505,59,Other,01-08-2021,Cancellation request,Open,Low,Phone,,,,
2506,65,Other,08-01-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 21:16,,,
2507,24,Male,28-10-2021,Refund request,Closed,High,Chat,01-06-2023 1:53,01-06-2023 20:23,3,18.5
2508,44,Male,09-06-2020,Product inquiry,Open,High,Social media,,,,
2509,50,Male,16-05-2021,Technical issue,Open,Critical,Email,,,,
2510,52,Male,14-12-2021,Technical issue,Open,Critical,Email,,,,
2511,38,Male,30-01-2020,Cancellation request,Open,Medium,Phone,,,,
2512,68,Other,12-12-2021,Refund request,Pending Customer Response,Low,Email,01-06-2023 4:53,,,
2513,22,Other,08-02-2020,Cancellation request,Open,Critical,Social media,,,,
2514,47,Female,09-05-2020,Product inquiry,Pending Customer Response,Medium,Phone,01-06-2023 22:14,,,
2515,40,Female,15-02-2020,Technical issue,Pending Customer Response,High,Chat,01-06-2023 15:50,,,
2516,32,Other,08-04-2020,Cancellation request,Pending Customer Response,Low,Social media,01-06-2023 9:57,,,
2517,42,Female,10-12-2021,Technical issue,Closed,Low,Phone,01-06-2023 16:52,01-06-2023 15:51,1,-1.02
2518,36,Male,04-09-2021,Cancellation request,Closed,Medium,Social media,01-06-2023 13:24,01-06-2023 5:09,3,-8.25
2519,65,Other,03-07-2021,Billing inquiry,Open,Medium,Email,,,,
2520,50,Male,10-04-2020,Technical issue,Pending Customer Response,Critical,Phone,01-06-2023 8:10,,,
2521,41,Male,18-04-2020,Cancellation request,Pending Customer Response,Low,Phone,01-06-2023 9:04,,,
2522,19,Other,18-11-2020,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 8:31,,,
2523,32,Male,11-12-2021,Technical issue,Closed,Low,Email,01-06-2023 10:31,01-06-2023 20:44,4,10.22
2524,48,Male,17-12-2021,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 15:36,,,
2525,40,Female,19-10-2021,Product inquiry,Pending Customer Response,High,Chat,01-06-2023 2:40,,,
2526,32,Other,21-06-2020,Cancellation request,Open,High,Chat,,,,
2527,65,Male,04-05-2021,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 15:05,,,
2528,27,Other,06-12-2021,Refund request,Pending Customer Response,Low,Chat,01-06-2023 12:59,,,
2529,36,Female,12-12-2021,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 11:09,,,
2530,21,Female,08-01-2020,Billing inquiry,Closed,Critical,Social media,01-06-2023 18:54,01-06-2023 20:25,1,1.52
2531,49,Female,16-08-2021,Refund request,Open,Medium,Email,,,,
2532,67,Other,17-04-2021,Technical issue,Closed,Critical,Chat,01-06-2023 2:59,01-06-2023 3:27,5,0.47
2533,20,Male,04-02-2021,Billing inquiry,Open,Low,Social media,,,,
2534,50,Other,20-07-2021,Billing inquiry,Closed,Low,Social media,01-06-2023 15:04,01-06-2023 17:17,1,2.22
2535,63,Female,25-08-2020,Refund request,Open,Critical,Email,,,,
2536,38,Female,02-07-2020,Cancellation request,Closed,Critical,Phone,01-06-2023 7:46,01-06-2023 4:57,4,-2.82
2537,69,Female,02-05-2021,Product inquiry,Open,Medium,Phone,,,,
2538,43,Other,01-11-2020,Refund request,Pending Customer Response,High,Social media,01-06-2023 20:18,,,
2539,30,Female,27-09-2021,Refund request,Open,Medium,Social media,,,,
2540,59,Male,13-01-2020,Billing inquiry,Closed,Critical,Phone,01-06-2023 0:10,31-05-2023 22:51,4,-1.32
2541,57,Female,23-01-2021,Technical issue,Closed,Low,Phone,01-06-2023 5:03,01-06-2023 3:04,4,-1.98
2542,48,Other,23-12-2020,Technical issue,Pending Customer Response,High,Social media,01-06-2023 20:26,,,
2543,51,Male,06-01-2021,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 18:04,,,
2544,66,Male,16-01-2021,Billing inquiry,Pending Customer Response,Medium,Phone,01-06-2023 7:25,,,
2545,63,Female,28-06-2021,Product inquiry,Closed,Critical,Phone,01-06-2023 17:13,01-06-2023 6:36,2,-10.62
2546,67,Other,24-05-2021,Technical issue,Pending Customer Response,Medium,Email,31-05-2023 22:55,,,
2547,70,Female,16-10-2021,Cancellation request,Open,Low,Phone,,,,
2548,48,Female,08-05-2020,Product inquiry,Closed,High,Phone,01-06-2023 15:04,01-06-2023 13:23,3,-1.68
2549,38,Other,06-12-2021,Refund request,Closed,Low,Email,01-06-2023 1:00,01-06-2023 10:09,5,9.15
2550,46,Male,04-02-2020,Refund request,Open,Critical,Email,,,,
2551,53,Male,02-07-2021,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 2:42,,,
2552,65,Other,01-10-2020,Technical issue,Pending Customer Response,Critical,Email,01-06-2023 9:18,,,
2553,58,Male,27-03-2021,Refund request,Open,Low,Email,,,,
2554,51,Male,21-04-2021,Refund request,Pending Customer Response,Critical,Email,01-06-2023 20:29,,,
2555,51,Other,09-07-2020,Billing inquiry,Closed,Critical,Phone,01-06-2023 21:09,01-06-2023 10:20,5,-10.82
2556,47,Female,26-02-2021,Product inquiry,Closed,High,Chat,01-06-2023 2:39,01-06-2023 1:22,5,-1.28
2557,35,Female,28-11-2021,Technical issue,Closed,High,Phone,01-06-2023 16:40,01-06-2023 6:34,3,-10.1
2558,50,Male,13-11-2021,Billing inquiry,Pending Customer Response,Critical,Phone,01-06-2023 7:15,,,
2559,21,Male,12-11-2020,Refund request,Open,Critical,Phone,,,,
2560,53,Male,12-08-2021,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 6:01,,,
2561,23,Male,08-05-2021,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 11:50,,,
2562,37,Male,08-12-2021,Product inquiry,Pending Customer Response,Low,Social media,31-05-2023 23:38,,,
2563,50,Other,30-04-2021,Refund request,Pending Customer Response,Low,Email,01-06-2023 11:22,,,
2564,47,Other,04-10-2020,Cancellation request,Open,Medium,Social media,,,,
2565,35,Other,01-01-2020,Product inquiry,Open,High,Social media,,,,
2566,30,Male,25-11-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 8:06,,,
2567,30,Female,19-12-2020,Product inquiry,Open,Medium,Social media,,,,
2568,63,Male,29-06-2021,Product inquiry,Closed,High,Phone,01-06-2023 2:23,01-06-2023 1:46,1,-0.62
2569,18,Male,07-01-2021,Billing inquiry,Open,High,Phone,,,,
2570,51,Male,25-04-2020,Refund request,Pending Customer Response,High,Phone,01-06-2023 11:31,,,
2571,41,Female,17-04-2021,Refund request,Pending Customer Response,High,Social media,01-06-2023 14:06,,,
2572,31,Female,25-07-2020,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 17:37,,,
2573,37,Other,23-02-2021,Billing inquiry,Open,Critical,Chat,,,,
2574,50,Female,05-12-2021,Refund request,Closed,Critical,Email,01-06-2023 2:24,01-06-2023 10:16,1,7.87
2575,29,Female,12-06-2020,Product inquiry,Open,Medium,Social media,,,,
2576,29,Male,07-11-2021,Cancellation request,Closed,High,Chat,01-06-2023 7:01,01-06-2023 5:25,4,-1.6
2577,34,Male,25-08-2020,Product inquiry,Open,Low,Phone,,,,
2578,32,Female,10-06-2020,Refund request,Pending Customer Response,Low,Phone,01-06-2023 3:50,,,
2579,34,Female,09-05-2021,Cancellation request,Pending Customer Response,High,Social media,01-06-2023 18:04,,,
2580,48,Other,15-07-2021,Technical issue,Closed,Medium,Chat,01-06-2023 18:26,01-06-2023 5:12,3,-13.23
2581,19,Male,20-05-2020,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 22:18,,,
2582,20,Female,28-06-2020,Billing inquiry,Open,Low,Chat,,,,
2583,20,Other,17-02-2020,Technical issue,Open,High,Chat,,,,
2584,63,Female,19-02-2021,Technical issue,Pending Customer Response,High,Chat,01-06-2023 19:00,,,
2585,33,Other,18-01-2021,Product inquiry,Open,Low,Phone,,,,
2586,45,Male,21-08-2021,Technical issue,Open,Medium,Chat,,,,
2587,62,Male,18-03-2020,Refund request,Closed,Medium,Social media,01-06-2023 11:47,01-06-2023 17:34,5,5.78
2588,46,Female,13-09-2020,Refund request,Closed,Low,Chat,01-06-2023 10:28,01-06-2023 7:05,5,-3.38
2589,20,Female,13-06-2020,Refund request,Closed,Low,Chat,01-06-2023 11:35,01-06-2023 6:51,2,-4.73
2590,40,Female,10-01-2020,Product inquiry,Closed,Medium,Email,01-06-2023 2:45,01-06-2023 15:31,4,12.77
2591,36,Female,23-05-2020,Product inquiry,Closed,Low,Phone,01-06-2023 4:06,01-06-2023 0:52,3,-3.23
2592,61,Female,07-06-2021,Technical issue,Pending Customer Response,Low,Social media,01-06-2023 4:10,,,
2593,38,Other,12-07-2020,Refund request,Pending Customer Response,Low,Chat,01-06-2023 8:03,,,
2594,20,Other,24-12-2020,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 12:38,,,
2595,52,Other,25-06-2020,Refund request,Open,Low,Chat,,,,
2596,66,Other,03-09-2021,Refund request,Pending Customer Response,High,Chat,01-06-2023 2:09,,,
2597,70,Male,28-07-2020,Cancellation request,Closed,Low,Email,01-06-2023 2:02,01-06-2023 8:57,1,6.92
2598,25,Female,18-02-2020,Billing inquiry,Pending Customer Response,Critical,Phone,01-06-2023 22:11,,,
2599,67,Female,12-05-2020,Refund request,Open,Medium,Email,,,,
2600,32,Male,05-02-2021,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 4:12,,,
2601,64,Female,11-02-2020,Refund request,Open,Medium,Phone,,,,
2602,32,Other,24-11-2021,Product inquiry,Pending Customer Response,Medium,Phone,01-06-2023 13:07,,,
2603,27,Other,23-12-2020,Cancellation request,Pending Customer Response,Medium,Social media,01-06-2023 21:07,,,
2604,69,Female,19-10-2021,Technical issue,Open,Low,Phone,,,,
2605,33,Other,16-02-2020,Technical issue,Pending Customer Response,Critical,Social media,01-06-2023 19:30,,,
2606,42,Male,30-01-2021,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 3:58,,,
2607,60,Female,24-01-2021,Cancellation request,Pending Customer Response,Critical,Email,01-06-2023 4:44,,,
2608,57,Male,12-03-2020,Refund request,Closed,Low,Email,01-06-2023 10:59,01-06-2023 19:53,3,8.9
2609,27,Male,26-05-2020,Refund request,Pending Customer Response,Low,Phone,01-06-2023 14:40,,,
2610,41,Other,09-08-2020,Cancellation request,Closed,Low,Social media,01-06-2023 4:29,01-06-2023 10:15,4,5.77
2611,42,Female,10-12-2020,Technical issue,Open,Medium,Chat,,,,
2612,64,Other,06-04-2020,Billing inquiry,Closed,High,Chat,01-06-2023 22:37,01-06-2023 22:01,1,-0.6
2613,44,Other,19-04-2020,Billing inquiry,Closed,Critical,Email,01-06-2023 4:36,01-06-2023 2:47,2,-1.82
2614,23,Other,03-05-2020,Billing inquiry,Open,Critical,Email,,,,
2615,54,Male,18-09-2020,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 21:37,,,
2616,45,Female,18-01-2021,Product inquiry,Open,Low,Email,,,,
2617,63,Male,22-02-2020,Cancellation request,Open,High,Phone,,,,
2618,38,Male,20-10-2021,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 17:30,,,
2619,59,Other,19-01-2020,Billing inquiry,Closed,Critical,Email,01-06-2023 21:37,01-06-2023 4:22,3,-17.25
2620,67,Female,24-11-2020,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 0:59,,,
2621,67,Female,21-12-2021,Billing inquiry,Open,High,Chat,,,,
2622,29,Other,28-04-2021,Product inquiry,Closed,Low,Phone,01-06-2023 19:09,01-06-2023 9:01,5,-10.13
2623,40,Female,23-04-2020,Cancellation request,Open,Medium,Email,,,,
2624,32,Female,26-09-2020,Cancellation request,Pending Customer Response,Low,Email,01-06-2023 17:46,,,
2625,51,Male,02-06-2021,Billing inquiry,Pending Customer Response,Critical,Chat,01-06-2023 18:00,,,
2626,42,Other,17-07-2020,Billing inquiry,Open,Medium,Phone,,,,
2627,68,Male,31-08-2020,Refund request,Pending Customer Response,High,Email,01-06-2023 12:45,,,
2628,51,Female,02-03-2021,Technical issue,Pending Customer Response,Low,Email,01-06-2023 9:25,,,
2629,66,Female,16-11-2021,Refund request,Closed,High,Phone,01-06-2023 17:57,01-06-2023 1:18,2,-16.65
2630,69,Female,08-12-2020,Billing inquiry,Closed,Critical,Chat,01-06-2023 14:13,01-06-2023 18:47,5,4.57
2631,45,Other,28-04-2021,Product inquiry,Closed,High,Chat,01-06-2023 20:31,01-06-2023 12:10,3,-8.35
2632,66,Female,26-01-2020,Technical issue,Pending Customer Response,High,Phone,01-06-2023 8:53,,,
2633,62,Male,14-09-2020,Cancellation request,Open,High,Phone,,,,
2634,36,Female,18-08-2020,Product inquiry,Open,High,Phone,,,,
2635,25,Male,12-08-2021,Product inquiry,Open,Medium,Social media,,,,
2636,30,Male,22-07-2021,Cancellation request,Open,Medium,Social media,,,,
2637,64,Other,20-12-2020,Billing inquiry,Closed,Medium,Social media,01-06-2023 22:03,01-06-2023 12:20,3,-9.72
2638,55,Female,25-06-2021,Refund request,Closed,Low,Social media,01-06-2023 17:22,01-06-2023 15:54,2,-1.47
2639,51,Other,16-05-2020,Refund request,Closed,Critical,Email,01-06-2023 1:48,01-06-2023 17:39,1,15.85
2640,25,Female,20-06-2020,Cancellation request,Open,Low,Phone,,,,
2641,40,Female,08-07-2021,Billing inquiry,Open,High,Chat,,,,
2642,33,Male,14-04-2021,Billing inquiry,Open,High,Email,,,,
2643,25,Other,10-11-2020,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 16:01,,,
